Trajectories
200
,,BME:T,,,BME:R,,,BME:B,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm
188,0,244.139,209.993,230.095,172.8,229.796,261.423,165.656,254.973,177.756
189,0,244.125,209.979,230.011,172.762,229.818,261.405,165.73,253.965,177.831
190,0,244.033,209.931,230.036,172.726,229.784,261.414,165.689,253.967,177.879
191,0,244.071,209.924,230.028,172.697,229.792,261.413,165.62,255.091,177.754
192,0,244.063,209.908,230.014,172.747,229.787,261.421,165.728,253.987,177.818
193,0,244.113,209.948,230.023,172.751,229.793,261.409,165.721,253.934,177.809
194,0,244.123,209.946,230.013,172.774,229.773,261.448,165.711,253.955,177.817
195,0,244.055,209.935,230.033,172.701,229.787,261.435,165.76,254.033,177.8
196,0,244.123,209.99,230.052,172.719,229.776,261.411,165.657,253.989,177.711
197,0,244.154,210.016,230.083,172.746,229.777,261.427,165.761,254.121,177.792
198,0,244.049,209.907,230.033,172.73,229.786,261.457,165.728,254.059,177.813
199,0,244.079,209.923,230.029,172.686,229.794,261.403,165.766,253.995,177.804
200,0,244.136,209.956,230.067,172.72,229.612,261.538,165.683,253.994,177.786
201,0,244.111,209.945,230.066,172.749,229.768,261.422,165.674,254.891,177.767
202,0,244.088,209.928,230.032,172.768,229.782,261.4,165.721,254.079,177.765
203,0,244.096,209.946,230.028,172.714,229.775,261.406,165.726,253.99,177.758
204,0,244.086,209.944,230.046,172.737,229.784,261.453,165.697,254.063,177.803
205,0,244.168,209.992,230.099,172.766,229.775,261.44,165.732,253.995,177.807
206,0,244.132,209.984,230.035,172.712,229.801,261.417,165.648,254.942,177.818
207,0,244.136,209.972,230.039,172.677,229.798,261.411,165.696,253.994,177.79
208,0,244.07,209.928,229.989,172.767,229.793,261.416,165.765,254.034,177.799
209,0,243.801,209.568,229.793,172.731,229.741,261.436,165.698,254.024,177.855
210,0,243.785,209.54,229.719,172.751,229.749,261.434,165.717,253.964,177.818
211,0,244.053,209.934,230.024,172.759,229.78,261.431,165.638,254.941,177.808
212,0,244.067,209.959,230.013,172.762,229.613,261.565,165.727,254.04,177.792
213,0,244.07,209.939,230.03,172.737,229.625,261.562,165.611,254.924,177.807
214,0,244.148,209.989,230.056,172.748,229.777,261.453,165.631,254.954,177.801
215,0,244.175,209.997,230.067,172.721,229.801,261.463,165.662,255.031,177.771
216,0,244.125,209.972,230.08,172.737,229.629,261.557,165.766,254.036,177.855
217,0,244.156,209.987,230.058,172.702,229.798,261.422,165.742,254.08,177.836
218,0,244.122,209.987,230.058,172.716,229.814,261.413,165.696,253.987,177.784
219,0,244.056,209.941,230.015,172.691,229.626,261.579,165.75,254.042,177.775
220,0,244.034,209.914,230,172.738,229.797,261.411,165.733,254.024,177.796
221,0,244.063,209.92,229.995,172.73,229.783,261.421,165.697,254.051,177.796
222,0,244.073,209.928,230.014,172.725,229.774,261.428,165.732,254.018,177.784
223,0,244.094,209.954,230.02,172.723,229.783,261.431,165.743,254.088,177.79
224,0,244.135,209.956,230.123,172.725,229.601,261.58,165.669,255.037,177.771
225,0,244.071,209.942,230.046,172.767,229.793,261.399,165.742,254.083,177.786
226,0,244.094,209.949,230.032,172.745,229.779,261.434,165.639,254.949,177.767
227,0,244.119,209.965,230.085,172.729,229.605,261.552,165.746,253.999,177.84
228,0,244.085,209.933,230.04,172.765,229.748,261.448,165.755,254.027,177.809
229,0,244.033,209.906,229.993,172.69,229.625,261.543,165.707,253.964,177.79
230,0,244.02,209.915,230.003,172.722,229.772,261.448,165.72,254.035,177.817
231,0,244.049,209.899,230.009,172.756,229.764,261.447,165.683,253.991,177.745
232,0,244.127,209.965,230.093,172.718,229.772,261.44,165.733,253.964,177.798
233,0,244.123,209.969,230.052,172.681,229.608,261.598,165.65,255.019,177.775
234,0,244.177,209.992,230.094,172.725,229.797,261.412,165.637,254.978,177.77
235,0,244.07,209.956,230.02,172.724,229.782,261.42,165.761,254.012,177.814
236,0,244.095,209.97,230.021,172.733,229.78,261.434,165.661,255.068,177.784
237,0,244.119,209.945,230.089,172.73,229.641,261.532,165.676,254.052,177.782
238,0,243.771,209.53,229.75,172.68,229.748,261.421,165.776,254.034,177.766
239,0,244.094,209.949,230.033,172.742,229.794,261.411,165.748,254.039,177.779
240,0,244.055,209.934,230.028,172.784,229.792,261.427,165.638,255.022,177.809
241,0,244.074,209.97,230.043,172.721,229.795,261.445,165.653,255.023,177.78
242,0,244.16,209.981,230.074,172.741,229.784,261.449,165.73,253.974,177.843
243,0,243.841,209.587,229.779,172.716,229.747,261.443,165.757,254.073,177.797
244,0,244.121,209.972,230.025,172.71,229.632,261.567,165.659,255.137,177.772
245,0,244.111,209.973,230.032,172.747,229.792,261.404,165.61,255.034,177.79
246,0,244.076,209.935,230.056,172.809,229.792,261.432,165.653,253.883,177.873
247,0,244.058,209.908,230.021,172.793,229.772,261.448,165.631,254.827,177.778
248,0,244.104,209.948,230.066,172.764,229.787,261.428,165.758,254.02,177.786
249,0,244.111,209.941,230.071,172.717,229.796,261.422,165.715,254.034,177.79
250,0,244.079,209.953,230.03,172.752,229.792,261.407,165.693,253.985,177.777
251,0,244.077,209.944,230.045,172.789,229.78,261.431,165.777,253.976,177.783
252,0,244.081,209.947,230.063,172.714,229.629,261.556,165.723,254.038,177.806
253,0,244.073,209.935,229.988,172.788,229.77,261.427,165.628,254.975,177.803
254,0,244.078,209.954,230.01,172.72,229.781,261.432,165.681,254.024,177.823
255,0,244.053,209.918,230.016,172.747,229.789,261.417,165.703,253.998,177.819
256,0,244.103,209.942,230.025,172.729,229.775,261.43,165.725,254.046,177.756
257,0,244.151,209.941,230.053,172.752,229.593,261.593,165.779,254.071,177.744
258,0,244.093,209.954,230.034,172.76,229.763,261.46,165.768,254.049,177.723
259,0,244.045,209.912,230.021,172.774,229.769,261.397,165.729,253.993,177.773
260,0,244.058,209.926,230.03,172.728,229.774,261.41,165.748,253.998,177.83
261,0,244.106,209.961,230.07,172.747,229.771,261.428,165.723,254.011,177.757
262,0,244.175,209.995,230.089,172.757,229.621,261.535,165.748,254.085,177.768
263,0,244.102,209.958,230.044,172.742,229.635,261.562,165.677,255.144,177.781
264,0,244.083,209.954,230.03,172.758,229.777,261.42,165.729,253.99,177.873
265,0,244.106,209.966,230.035,172.723,229.619,261.558,165.598,254.858,177.82
266,0,244.082,209.945,230.021,172.726,229.62,261.559,165.752,254.039,177.85
267,0,244.121,209.977,230.069,172.765,229.633,261.553,165.759,254.042,177.783
268,0,244.075,209.956,230.091,172.727,229.637,261.53,165.734,253.989,177.842
269,0,244.086,209.955,230.014,172.773,229.783,261.433,165.698,254.05,177.799
270,0,244.152,210.002,230.107,172.768,229.789,261.398,165.8,254.147,177.76
271,0,244.171,210.019,230.097,172.734,229.781,261.461,165.728,254.01,177.799
272,0,244.083,209.976,230.04,172.773,229.814,261.381,165.714,255.054,177.757
273,0,244.075,209.978,230.023,172.776,229.781,261.45,165.671,255.011,177.779
274,0,244.103,209.97,230.056,172.735,229.789,261.476,165.723,254.103,177.837
275,0,244.079,209.931,230.028,172.789,229.768,261.467,165.731,253.93,177.818
276,0,244.086,209.923,230.072,172.703,229.627,261.55,165.722,254.022,177.786
277,0,244.147,209.988,230.061,172.686,229.623,261.566,165.697,254.034,177.758
278,0,244.176,210.033,230.091,172.768,229.782,261.416,165.767,254.028,177.802
279,0,244.082,209.934,230.034,172.78,229.773,261.426,165.691,253.96,177.841
280,0,244.141,209.964,230.096,172.721,229.79,261.424,165.738,254.011,177.831
281,0,244.062,209.928,230.016,172.647,229.636,261.541,165.607,255,177.782
282,0,244.091,209.952,230.015,172.743,229.787,261.436,165.744,253.999,177.812
283,0,244.104,209.956,230.042,172.731,229.794,261.402,165.662,254.991,177.783
284,0,244.121,209.963,230.06,172.705,229.775,261.462,165.657,255.01,177.795
285,0,244.154,209.971,230.09,172.743,229.791,261.432,165.703,253.975,177.796

